,idx,ex_num,bar_num,g_num,RE,true
1,9,3,10,7,0.0,1
2,4,3,7,1,10117.75,3
3,7,3,6,6,0.0,3
4,6,3,5,2,4.555555555555554,1
5,16,3,5,4,0.0,3
6,17,3,8,4,0.0,2
7,3,3,9,3,0.024999999999999287,0
8,13,3,10,4,1.1388888888888826,3
9,1,3,10,2,371.4375,2
10,2,3,6,4,0.0,3
11,14,3,6,5,0.0,0
12,11,3,8,7,0.0,2
13,20,3,9,3,0.75,3
14,10,3,4,1,1.0,0
15,15,3,9,6,0.0,2
16,12,3,9,4,0.5,1
17,5,3,8,3,0.5,1
18,18,3,3,1,1.0,1
19,19,3,7,4,0.0,0
20,8,3,4,2,0.0,1
